,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__criterion,param_rf__max_depth,param_rf__n_estimators,param_tfidf__ngram_range,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1
35,0.195165753364563,0.003877942731236931,0.01936858892440796,0.000759610654796487,entropy,10,150,"(2, 2)","{'rf__criterion': 'entropy', 'rf__max_depth': 10, 'rf__n_estimators': 150, 'tfidf__ngram_range': (2, 2)}",0.026845637583892617,0.02666666666666667,0.04,0.006711409395973154,0.02505592841163311,0.011891637715235468,56,0.062360801781737196,0.024553571428571428,0.03794642857142857,0.0556792873051225,0.045135022271714925,0.014859180689216798,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.05228758169934641,0.05194805194805195,0.07692307692307693,0.013333333333333334,0.048623010975952154,0.02275269246036863,54,0.11740041928721175,0.04793028322440087,0.07311827956989247,0.10548523206751055,0.08598355353725391,0.02729881670881852
36,0.09301561117172241,0.0009508797317069944,0.012565016746520996,0.0001472560946812778,entropy,15,50,"(1, 1)","{'rf__criterion': 'entropy', 'rf__max_depth': 15, 'rf__n_estimators': 50, 'tfidf__ngram_range': (1, 1)}",0.5369127516778524,0.5533333333333333,0.5733333333333334,0.5369127516778524,0.5501230425055929,0.01498371728755868,18,0.5968819599109132,0.6584821428571429,0.6852678571428571,0.6369710467706013,0.6444007516703787,0.03233280830917173,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.6986899563318777,0.7124463519313304,0.7288135593220338,0.6986899563318777,0.7096599559792799,0.012402684265323049,18,0.7475592747559274,0.7940780619111709,0.8132450331125828,0.7782312925170068,0.783278415574172,0.024062216230250885
37,0.09389305114746094,0.0012312319663314057,0.014036715030670166,0.0006122581770993152,entropy,15,50,"(2, 2)","{'rf__criterion': 'entropy', 'rf__max_depth': 15, 'rf__n_estimators': 50, 'tfidf__ngram_range': (2, 2)}",0.16778523489932887,0.16,0.08666666666666667,0.0738255033557047,0.12206935123042506,0.04215891088426544,38,0.17817371937639198,0.19642857142857142,0.14508928571428573,0.19376391982182628,0.17836387408526885,0.02043727653617806,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.28735632183908044,0.27586206896551724,0.15950920245398773,0.1375,0.21505689831464636,0.06712878371358974,39,0.30245746691871456,0.3283582089552239,0.253411306042885,0.3246268656716418,0.3022134618971163,0.029864771981230612
38,0.1708301305770874,0.0028508112406190533,0.016416847705841064,0.00033932866686610136,entropy,15,100,"(1, 1)","{'rf__criterion': 'entropy', 'rf__max_depth': 15, 'rf__n_estimators': 100, 'tfidf__ngram_range': (1, 1)}",0.5906040268456376,0.6866666666666666,0.5533333333333333,0.6510067114093959,0.6204026845637584,0.0517536946979993,10,0.6748329621380846,0.7477678571428571,0.6517857142857143,0.7015590200445434,0.6939863884027999,0.03569853555621584,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.7426160337552743,0.8142292490118577,0.7124463519313304,0.7886178861788617,0.7644773802193311,0.0395068312139153,10,0.8058510638297872,0.855683269476373,0.7891891891891892,0.824607329842932,0.8188327130845703,0.02469094688039332
39,0.15542834997177124,0.004138761625490485,0.016687631607055664,0.00013808923364125024,entropy,15,100,"(2, 2)","{'rf__criterion': 'entropy', 'rf__max_depth': 15, 'rf__n_estimators': 100, 'tfidf__ngram_range': (2, 2)}",0.1342281879194631,0.12666666666666668,0.1,0.12751677852348994,0.12210290827740494,0.01309292597545032,37,0.155902004454343,0.17633928571428573,0.14285714285714285,0.22271714922049,0.17445389556156538,0.030312636782752603,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.23668639053254437,0.22485207100591717,0.18181818181818182,0.2261904761904762,0.21738677988677987,0.021040649822098946,37,0.2697495183044316,0.2998102466793169,0.25,0.36429872495446264,0.2959646224845528,0.04325597240017139
40,0.24545520544052124,0.007721188778776883,0.019240856170654297,0.0004333308342922091,entropy,15,150,"(1, 1)","{'rf__criterion': 'entropy', 'rf__max_depth': 15, 'rf__n_estimators': 150, 'tfidf__ngram_range': (1, 1)}",0.5973154362416108,0.6266666666666667,0.5533333333333333,0.6644295302013423,0.6104362416107383,0.04065587158577654,12,0.6792873051224945,0.7098214285714286,0.6808035714285714,0.7371937639198218,0.7017765172605792,0.023794595386269848,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.7478991596638656,0.7704918032786885,0.7124463519313304,0.7983870967741935,0.7573061029120195,0.031473793027640376,12,0.8090185676392573,0.8302872062663186,0.8100929614873837,0.8487179487179487,0.824529171027727,0.016334280664624747
41,0.2131403088569641,0.00639582248520325,0.019618093967437744,0.000443260836329487,entropy,15,150,"(2, 2)","{'rf__criterion': 'entropy', 'rf__max_depth': 15, 'rf__n_estimators': 150, 'tfidf__ngram_range': (2, 2)}",0.1610738255033557,0.12,0.10666666666666667,0.053691275167785234,0.1103579418344519,0.03837253824501649,42,0.16481069042316257,0.15848214285714285,0.14732142857142858,0.17817371937639198,0.16219699530703152,0.01114865158414225,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.2774566473988439,0.21428571428571427,0.1927710843373494,0.10191082802547771,0.1966060685118463,0.06291121055790035,42,0.2829827915869981,0.27360308285163776,0.25680933852140075,0.30245746691871456,0.2789631699696878,0.01648986149750502
42,0.10611933469772339,0.0007935591007733755,0.012850821018218994,0.000262793215178651,entropy,20,50,"(1, 1)","{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__n_estimators': 50, 'tfidf__ngram_range': (1, 1)}",0.738255033557047,0.7,0.66,0.7718120805369127,0.7175167785234899,0.041812295990912886,3,0.844097995545657,0.7946428571428571,0.7857142857142857,0.8240534521158129,0.8121271476296532,0.023279344618952327,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.8494208494208494,0.8235294117647058,0.7951807228915663,0.8712121212121212,0.8348357763223107,0.028444331451700614,3,0.9154589371980676,0.8855721393034826,0.88,0.9035409035409036,0.8961429950106133,0.0141436730687725
43,0.10322040319442749,0.003486708337163507,0.014631807804107666,0.0002018667297165681,entropy,20,50,"(2, 2)","{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__n_estimators': 50, 'tfidf__ngram_range': (2, 2)}",0.24161073825503357,0.2,0.21333333333333335,0.18791946308724833,0.21071588366890381,0.01997404588951078,28,0.22717149220489977,0.32589285714285715,0.265625,0.29175946547884185,0.2776122037066497,0.03612175570686447,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.3891891891891892,0.3333333333333333,0.3516483516483517,0.3163841807909605,0.34763876374045866,0.02703705302285091,28,0.3702359346642468,0.49158249158249157,0.41975308641975306,0.4517241379310345,0.4333239126493815,0.0444322253565152
44,0.19585460424423218,0.002682566075268163,0.016405045986175537,0.00012144827763589173,entropy,20,100,"(1, 1)","{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__n_estimators': 100, 'tfidf__ngram_range': (1, 1)}",0.7114093959731543,0.7466666666666667,0.6666666666666666,0.6912751677852349,0.7040044742729306,0.029287551304806425,8,0.7951002227171492,0.7946428571428571,0.8080357142857143,0.7951002227171492,0.7982197542157174,0.005670322263917822,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.8313725490196079,0.8549618320610687,0.8,0.8174603174603174,0.8259486746352485,0.020103281075535436,7,0.8858560794044665,0.8855721393034826,0.8938271604938272,0.8858560794044665,0.8877778646515607,0.003494485712172617
45,0.16919857263565063,0.004061637325985301,0.01764744520187378,0.0002592739496353495,entropy,20,100,"(2, 2)","{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__n_estimators': 100, 'tfidf__ngram_range': (2, 2)}",0.20134228187919462,0.2,0.19333333333333333,0.1476510067114094,0.18558165548098435,0.022108305163108084,33,0.2561247216035635,0.2924107142857143,0.2611607142857143,0.267260579064588,0.269239182309895,0.013947091902475396,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.33519553072625696,0.3333333333333333,0.3240223463687151,0.2573099415204678,0.3124652879871933,0.03212404509804043,33,0.4078014184397163,0.4525043177892919,0.41415929203539825,0.421792618629174,0.42406441172339515,0.017150697124887582
46,0.28735852241516113,0.00332140718458925,0.020881474018096924,0.00047827047385114413,entropy,20,150,"(1, 1)","{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__n_estimators': 150, 'tfidf__ngram_range': (1, 1)}",0.7248322147651006,0.74,0.66,0.7114093959731543,0.7090604026845638,0.03007677517365562,5,0.8084632516703786,0.8169642857142857,0.8147321428571429,0.8151447661469933,0.8138261115972001,0.0032081203939977793,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.8404669260700389,0.8505747126436781,0.7951807228915663,0.8313725490196079,0.8293987276562228,0.020890758585826577,5,0.8940886699507389,0.8992628992628993,0.897908979089791,0.898159509202454,0.8973550143764708,0.0019534021268040143
47,0.23946189880371094,0.010787813022173423,0.020635604858398438,0.00017782278343625874,entropy,20,150,"(2, 2)","{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__n_estimators': 150, 'tfidf__ngram_range': (2, 2)}",0.24161073825503357,0.22,0.18,0.19463087248322147,0.20906040268456377,0.02362158695555054,29,0.24053452115812918,0.3013392857142857,0.24330357142857142,0.30066815144766146,0.27146138243716195,0.02955950578763909,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.3891891891891892,0.36065573770491804,0.3050847457627119,0.3258426966292135,0.3451930923215082,0.03224076309182346,29,0.3877917414721723,0.4631217838765009,0.39138240574506283,0.4623287671232877,0.4261561745542559,0.036592203570688715
