,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__fit_intercept,param_lr__penalty,param_lr__solver,param_tfidf__max_df,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1
22,0.02215021848678589,0.0003813844218465326,0.00969165563583374,0.0003717346830033069,True,l1,liblinear,0.9,5000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'liblinear', 'tfidf__max_df': 0.9, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",0.8187919463087249,0.8666666666666667,0.7933333333333333,0.8926174496644296,0.8428523489932886,0.038970254234260586,93,0.8374164810690423,0.8258928571428571,0.8549107142857143,0.8285077951002228,0.8366819618994591,0.011358352832613534,0.9457364341085271,0.935251798561151,0.967479674796748,0.9172413793103448,0.9414273216941926,0.01816858860052934,153,0.9518987341772152,0.9536082474226805,0.9527363184079602,0.9562982005141388,0.9536353751304987,0.0016519382348663067,0.8776978417266187,0.8996539792387543,0.8717948717948718,0.9047619047619048,0.8884771493805373,0.014005415403099745,96,0.8909952606635071,0.8851674641148325,0.9011764705882352,0.8878281622911695,0.891291839414436,0.006068338413894284
23,0.03296297788619995,0.0005351698518228753,0.009467780590057373,0.00020173116956932668,True,l1,liblinear,0.9,5000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'liblinear', 'tfidf__max_df': 0.9, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (2, 2)}",0.5838926174496645,0.62,0.6133333333333333,0.6241610738255033,0.6103467561521253,0.015754059693582824,155,0.621380846325167,0.59375,0.6227678571428571,0.6035634743875279,0.610365544463888,0.012221893368430757,0.9775280898876404,1.0,1.0,0.9789473684210527,0.9891188645771732,0.010892699483338384,41,0.9964285714285714,0.9888475836431226,0.9893617021276596,0.9926739926739927,0.9918279624683366,0.00303506457606982,0.7310924369747899,0.7654320987654321,0.7603305785123967,0.7622950819672131,0.7547875490549579,0.013800842374879779,155,0.7654320987654321,0.7419804741980475,0.7643835616438356,0.7506925207756233,0.7556221638457347,0.009790224611159066
24,0.01732158660888672,0.00025560884664273964,0.0,0.0,True,l1,newton-cg,0.8,1000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.8, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
25,0.0304071307182312,0.001349374516892549,0.0,0.0,True,l1,newton-cg,0.8,1000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.8, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
26,0.017411768436431885,0.0001540903883336456,0.0,0.0,True,l1,newton-cg,0.8,3000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.8, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
27,0.03050142526626587,0.0002676343531186913,0.0,0.0,True,l1,newton-cg,0.8,3000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.8, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
28,0.017234623432159424,2.9628425128725532e-05,0.0,0.0,True,l1,newton-cg,0.8,5000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.8, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
29,0.03055340051651001,0.0008872072769216617,0.0,0.0,True,l1,newton-cg,0.8,5000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.8, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
30,0.017202675342559814,0.00010478657598093315,0.0,0.0,True,l1,newton-cg,0.9,1000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.9, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
31,0.030122220516204834,0.0007423296251304269,0.0,0.0,True,l1,newton-cg,0.9,1000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.9, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
