,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,param_svc__kernel,param_tfidf__max_df,param_tfidf__ngram_range,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1
0,0.1560407280921936,0.0021862848463375982,0.047017693519592285,0.0004921223268119599,0.1,scale,linear,0.8,"(1, 1)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear', 'tfidf__max_df': 0.8, 'tfidf__ngram_range': (1, 1)}",0.7516778523489933,0.8333333333333334,0.7533333333333333,0.8120805369127517,0.7876062639821029,0.03590069443851214,33,0.799554565701559,0.7834821428571429,0.8058035714285714,0.7661469933184856,0.7887468183264398,0.015380256238914246,0.9572649572649573,0.984251968503937,0.9826086956521739,0.9453125,0.9673595303552671,0.01662726271985787,41,0.9862637362637363,0.9804469273743017,0.978319783197832,0.9885057471264368,0.9833840484905767,0.004147223830299715,0.8421052631578947,0.9025270758122743,0.8528301886792453,0.8736462093862816,0.8677771842589239,0.023045935806512447,41,0.8831488314883149,0.8709677419354839,0.8837209302325582,0.863237139272271,0.8752686607321569,0.008613845859848146
1,0.3162592649459839,0.0031858017105345156,0.09104394912719727,0.0008670076631559012,0.1,scale,linear,0.8,"(1, 2)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear', 'tfidf__max_df': 0.8, 'tfidf__ngram_range': (1, 2)}",0.7248322147651006,0.78,0.7266666666666667,0.7516778523489933,0.7457941834451902,0.02241607389245849,45,0.7238307349665924,0.7098214285714286,0.7165178571428571,0.6904231625835189,0.7101482958160992,0.012419422046143727,0.9557522123893806,0.9831932773109243,0.9732142857142857,0.9411764705882353,0.9633340615007064,0.016128007890768337,57,0.9969325153374233,0.99375,0.9938080495356038,0.9967845659163987,0.9953187826973564,0.0015407828624101633,0.8244274809160306,0.8698884758364313,0.8320610687022901,0.835820895522388,0.840549480244285,0.017429200847103133,47,0.8387096774193549,0.828125,0.8326848249027238,0.8157894736842105,0.8288272440015724,0.008411599463714656
2,0.4352954030036926,0.005351558983221027,0.06896859407424927,0.0033787769215580495,0.1,scale,linear,0.8,"(2, 2)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear', 'tfidf__max_df': 0.8, 'tfidf__ngram_range': (2, 2)}",0.12751677852348994,0.13333333333333333,0.18666666666666668,0.1342281879194631,0.14543624161073826,0.023943454032081337,61,0.11804008908685969,0.08035714285714286,0.12946428571428573,0.1403118040089087,0.11704333041679925,0.022597410688602573,0.9047619047619048,1.0,1.0,0.9523809523809523,0.9642857142857142,0.0394836284566119,53,1.0,1.0,1.0,1.0,1.0,0.0,0.2235294117647059,0.23529411764705882,0.3146067415730337,0.23529411764705882,0.25218109715796433,0.03636007532484781,61,0.21115537848605578,0.1487603305785124,0.22924901185770752,0.24609375,0.20881461773056892,0.03680792962243687
3,0.552014172077179,0.008000084891091839,0.08228117227554321,0.0011869535213028973,0.1,scale,linear,0.8,"(2, 3)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear', 'tfidf__max_df': 0.8, 'tfidf__ngram_range': (2, 3)}",0.03355704697986577,0.03333333333333333,0.02666666666666667,0.040268456375838924,0.033456375838926175,0.004809622283039776,65,0.022271714922048998,0.015625,0.011160714285714286,0.0400890868596882,0.02228662901686287,0.011012390833044563,1.0,1.0,1.0,0.8571428571428571,0.9642857142857143,0.06185895741317421,49,1.0,1.0,1.0,1.0,1.0,0.0,0.06493506493506493,0.06451612903225806,0.05194805194805195,0.07692307692307693,0.06458058070961296,0.00883243750014466,65,0.04357298474945534,0.03076923076923077,0.02207505518763797,0.07708779443254818,0.043376266284718065,0.02091162814624579
4,0.1536877155303955,0.0036271600238877355,0.0465242862701416,0.0009147757217768576,0.1,scale,linear,0.9,"(1, 1)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear', 'tfidf__max_df': 0.9, 'tfidf__ngram_range': (1, 1)}",0.7516778523489933,0.8333333333333334,0.7533333333333333,0.8120805369127517,0.7876062639821029,0.03590069443851214,33,0.799554565701559,0.7834821428571429,0.8058035714285714,0.7661469933184856,0.7887468183264398,0.015380256238914246,0.9572649572649573,0.984251968503937,0.9826086956521739,0.9453125,0.9673595303552671,0.01662726271985787,41,0.9862637362637363,0.9804469273743017,0.978319783197832,0.9885057471264368,0.9833840484905767,0.004147223830299715,0.8421052631578947,0.9025270758122743,0.8528301886792453,0.8736462093862816,0.8677771842589239,0.023045935806512447,41,0.8831488314883149,0.8709677419354839,0.8837209302325582,0.863237139272271,0.8752686607321569,0.008613845859848146
5,0.31942301988601685,0.003402908503825728,0.09214502573013306,0.0007235675379910366,0.1,scale,linear,0.9,"(1, 2)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear', 'tfidf__max_df': 0.9, 'tfidf__ngram_range': (1, 2)}",0.7248322147651006,0.78,0.7266666666666667,0.7516778523489933,0.7457941834451902,0.02241607389245849,45,0.7238307349665924,0.7098214285714286,0.7165178571428571,0.6904231625835189,0.7101482958160992,0.012419422046143727,0.9557522123893806,0.9831932773109243,0.9732142857142857,0.9411764705882353,0.9633340615007064,0.016128007890768337,57,0.9969325153374233,0.99375,0.9938080495356038,0.9967845659163987,0.9953187826973564,0.0015407828624101633,0.8244274809160306,0.8698884758364313,0.8320610687022901,0.835820895522388,0.840549480244285,0.017429200847103133,47,0.8387096774193549,0.828125,0.8326848249027238,0.8157894736842105,0.8288272440015724,0.008411599463714656
6,0.43819868564605713,0.006771861733301337,0.06771564483642578,0.0005381832202854959,0.1,scale,linear,0.9,"(2, 2)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear', 'tfidf__max_df': 0.9, 'tfidf__ngram_range': (2, 2)}",0.12751677852348994,0.13333333333333333,0.18666666666666668,0.1342281879194631,0.14543624161073826,0.023943454032081337,61,0.11804008908685969,0.08035714285714286,0.12946428571428573,0.1403118040089087,0.11704333041679925,0.022597410688602573,0.9047619047619048,1.0,1.0,0.9523809523809523,0.9642857142857142,0.0394836284566119,53,1.0,1.0,1.0,1.0,1.0,0.0,0.2235294117647059,0.23529411764705882,0.3146067415730337,0.23529411764705882,0.25218109715796433,0.03636007532484781,61,0.21115537848605578,0.1487603305785124,0.22924901185770752,0.24609375,0.20881461773056892,0.03680792962243687
7,0.5458844304084778,0.008565522483637438,0.0814637541770935,0.0010091851417813218,0.1,scale,linear,0.9,"(2, 3)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear', 'tfidf__max_df': 0.9, 'tfidf__ngram_range': (2, 3)}",0.03355704697986577,0.03333333333333333,0.02666666666666667,0.040268456375838924,0.033456375838926175,0.004809622283039776,65,0.022271714922048998,0.015625,0.011160714285714286,0.0400890868596882,0.02228662901686287,0.011012390833044563,1.0,1.0,1.0,0.8571428571428571,0.9642857142857143,0.06185895741317421,49,1.0,1.0,1.0,1.0,1.0,0.0,0.06493506493506493,0.06451612903225806,0.05194805194805195,0.07692307692307693,0.06458058070961296,0.00883243750014466,65,0.04357298474945534,0.03076923076923077,0.02207505518763797,0.07708779443254818,0.043376266284718065,0.02091162814624579
8,0.31077420711517334,0.0029391602114710444,0.10355037450790405,0.0019348400885271396,0.1,scale,rbf,0.8,"(1, 1)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf', 'tfidf__max_df': 0.8, 'tfidf__ngram_range': (1, 1)}",0.5369127516778524,0.5733333333333334,0.5733333333333334,0.6241610738255033,0.5769351230425056,0.031056506625933233,57,0.6102449888641426,0.5803571428571429,0.5982142857142857,0.5879732739420935,0.5941974228444162,0.01122444811735988,0.975609756097561,0.9885057471264368,1.0,0.9789473684210527,0.9857657179112626,0.009483617411275225,21,0.9963636363636363,0.9923664122137404,0.9925925925925926,0.9962264150943396,0.9943872640660771,0.0019100531321242262,0.6926406926406926,0.7257383966244726,0.7288135593220338,0.7622950819672131,0.727371932638603,0.02465072067011779,57,0.7569060773480663,0.7323943661971831,0.7465181058495822,0.7394957983193278,0.7438285869285399,0.009052192118003182
9,0.6017869114875793,0.001937399205476691,0.18353056907653809,0.0022434383647994033,0.1,scale,rbf,0.8,"(1, 2)","{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf', 'tfidf__max_df': 0.8, 'tfidf__ngram_range': (1, 2)}",0.2953020134228188,0.28,0.36,0.2751677852348993,0.30261744966442955,0.03395329806158809,59,0.2873051224944321,0.28794642857142855,0.26339285714285715,0.2739420935412027,0.27814662543748014,0.01018903794728162,0.9565217391304348,1.0,1.0,0.9761904761904762,0.9831780538302277,0.01820261726046136,27,1.0,1.0,1.0,1.0,1.0,0.0,0.4512820512820513,0.4375,0.5294117647058824,0.4293193717277487,0.4618782969289206,0.039772586863318485,59,0.4463667820069204,0.44714038128249567,0.4169611307420495,0.43006993006993005,0.4351345560253489,0.012512259620090631
